0	   1.395628e-06	   1.398909e-06	   1.338197e-07
1	   1.395628e-06	   1.398909e-06	   1.343904e-07
2	   1.395628e-06	   1.398909e-06	   1.355114e-07
3	   1.395628e-06	   1.398909e-06	   1.371692e-07
4	   1.395628e-06	   1.398909e-06	   1.393447e-07
5	   1.395628e-06	   1.398909e-06	   1.420140e-07
6	   1.395628e-06	   1.398909e-06	   1.451500e-07
7	   1.395628e-06	   1.398909e-06	   1.487231e-07
8	   1.395628e-06	   1.398909e-06	   1.527026e-07
9	   1.395628e-06	   1.398909e-06	   1.570577e-07
10	   1.395628e-06	   1.398909e-06	   1.617580e-07
11	   1.395628e-06	   1.398909e-06	   1.667743e-07
12	   1.395628e-06	   1.398909e-06	   1.720790e-07
13	   1.395628e-06	   1.398909e-06	   1.776462e-07
14	   1.395628e-06	   1.398909e-06	   1.834521e-07
15	   1.395628e-06	   1.398909e-06	   1.894747e-07
16	   1.395628e-06	   1.398909e-06	   1.956941e-07
17	   1.395628e-06	   1.398909e-06	   2.020919e-07
18	   1.395628e-06	   1.398909e-06	   2.086519e-07
19	   1.395628e-06	   1.398909e-06	   2.153593e-07
20	   1.395628e-06	   1.398909e-06	   2.222005e-07
21	   1.395628e-06	   1.398909e-06	   2.291638e-07
22	   1.395628e-06	   1.398909e-06	   2.362382e-07
23	   1.395628e-06	   1.398909e-06	   2.434142e-07
24	   1.395628e-06	   1.398909e-06	   2.506829e-07
25	   1.395628e-06	   1.398909e-06	   2.580365e-07
26	   1.395628e-06	   1.398909e-06	   2.654681e-07
27	   1.395628e-06	   1.398909e-06	   2.729711e-07
28	   1.395628e-06	   1.398909e-06	   2.805400e-07
29	   1.395628e-06	   1.398909e-06	   2.881694e-07
30	   1.395628e-06	   1.398909e-06	   2.958547e-07
31	   1.395628e-06	   1.398909e-06	   3.035917e-07
32	   1.395628e-06	   1.398909e-06	   3.113765e-07
33	   1.395628e-06	   1.398909e-06	   3.192056e-07
34	   1.395628e-06	   1.398909e-06	   3.270759e-07
35	   1.395628e-06	   1.398909e-06	   3.349844e-07
36	   1.395628e-06	   1.398909e-06	   3.429285e-07
37	   1.395628e-06	   1.398909e-06	   3.509057e-07
38	   1.395628e-06	   1.398909e-06	   3.589139e-07
39	   1.395628e-06	   1.398909e-06	   3.669510e-07
40	   1.395628e-06	   1.398909e-06	   3.750153e-07
41	   1.395628e-06	   1.398909e-06	   3.831048e-07
42	   1.395628e-06	   1.398909e-06	   3.912182e-07
43	   1.395628e-06	   1.398909e-06	   3.993539e-07
44	   1.395628e-06	   1.398909e-06	   4.075106e-07
45	   1.395628e-06	   1.398909e-06	   4.156870e-07
46	   1.395628e-06	   1.398909e-06	   4.238821e-07
47	   1.395628e-06	   1.398909e-06	   4.320948e-07
48	   1.395628e-06	   1.398909e-06	   4.403240e-07
49	   1.395628e-06	   1.398909e-06	   4.485689e-07
50	   1.395628e-06	   1.398909e-06	   4.568286e-07
51	   1.395628e-06	   1.398909e-06	   4.651023e-07
52	   1.395628e-06	   1.398909e-06	   4.733894e-07
53	   1.395628e-06	   1.398909e-06	   4.816890e-07
54	   1.395628e-06	   1.398909e-06	   4.900006e-07
55	   1.395628e-06	   1.398909e-06	   4.983236e-07
56	   1.395628e-06	   1.398909e-06	   5.066574e-07
57	   1.395628e-06	   1.398909e-06	   5.150014e-07
58	   1.395628e-06	   1.398909e-06	   5.233553e-07
59	   1.395628e-06	   1.398909e-06	   5.317185e-07
60	   1.395628e-06	   1.398909e-06	   5.400905e-07
61	   1.395628e-06	   1.398909e-06	   5.484711e-07
62	   1.395628e-06	   1.398909e-06	   5.568598e-07
63	   1.395628e-06	   1.398909e-06	   5.652562e-07
64	   1.395628e-06	   1.398909e-06	   5.736600e-07
65	   1.395628e-06	   1.398909e-06	   5.820709e-07
66	   1.395628e-06	   1.398909e-06	   5.904886e-07
67	   1.395628e-06	   1.398909e-06	   5.989128e-07
68	   1.395628e-06	   1.398909e-06	   6.073432e-07
69	   1.395628e-06	   1.398909e-06	   6.157796e-07
70	   1.395628e-06	   1.398909e-06	   6.242217e-07
71	   1.395628e-06	   1.398909e-06	   6.326693e-07
72	   1.395628e-06	   1.398909e-06	   6.411222e-07
73	   1.395628e-06	   1.398909e-06	   6.495801e-07
74	   1.395628e-06	   1.398909e-06	   6.580429e-07
75	   1.395628e-06	   1.398909e-06	   6.665105e-07
76	   1.395628e-06	   1.398909e-06	   6.749825e-07
77	   1.395628e-06	   1.398909e-06	   6.834589e-07
78	   1.395628e-06	   1.398909e-06	   6.919395e-07
79	   1.395628e-06	   1.398909e-06	   7.004241e-07
80	   1.395628e-06	   1.398909e-06	   7.089126e-07
81	   1.395628e-06	   1.398909e-06	   7.174049e-07
82	   1.395628e-06	   1.398909e-06	   7.259008e-07
83	   1.395628e-06	   1.398909e-06	   7.344001e-07
84	   1.395628e-06	   1.398909e-06	   7.429029e-07
85	   1.395628e-06	   1.398909e-06	   7.514089e-07
86	   1.395628e-06	   1.398909e-06	   7.599181e-07
87	   1.395628e-06	   1.398909e-06	   7.684303e-07
88	   1.395628e-06	   1.398909e-06	   7.769455e-07
89	   1.395628e-06	   1.398909e-06	   7.854635e-07
90	   1.395628e-06	   1.398909e-06	   7.939843e-07
91	   1.395628e-06	   1.398909e-06	   8.025077e-07
92	   1.395628e-06	   1.398909e-06	   8.110337e-07
